Question,Answer,Conversation#,Turn#,Context,Question Length
Did The Smiths end up redoing their first album The Hand That Rocks the Cradle because Rough Trade disliked Troy Tate's production of it?,Rough Trade ordered the Smiths to redo their first album with a new producer other than Troy Tate,4003,6,"['What was Rough Trade in relation to The Smiths?', 'The Smiths then agreed to sign a record contract with Rough Trade, an independent record label', 'Around what year did the Smiths agree to sign a record contract with Rough Trade?', 'The Smiths agreed to signa record contract with Rough Trade in 1983', 'What record did The Smiths make after signing to a record contract with Rought Trade?', ""To produce the Smiths's first album, Travis brought in Troy Tate of the Teardrop Explodes, and recorded their first album, provisionally titled The Hand That Rocks the Cradle"", 'How did the provisionally titled The Hand That Rocks the Cradle Smiths album do?', 'Rough Trade were unhappy with the album that the Smiths produced', 'Why was Rough Trade unhappy with the first album the band The Smiths produced?', ""Rough Trade disliked Troy Tate's production of the Smiths' first album""]",26
"any interesting thing about Dinosaur Jr.'s formation besides Gerard Cosloy dropping out of the University of Massachusetts Amherst to focus on running his independent record label, Homestead Records","Dinosaur Jr. was initially named Mogo, and played their first show on University of Massachusetts Amherst campus in the first week of September 1984.",4031,4,"['when was Dinosaur Jr. formed', 'J Mascis and Lou Barlow played together, on drums and guitar respectively, in the hardcore punk band Deep Wound, formed in 1982 while attending high school in western Massachusetts.', 'does the hardcore punk band Deep Wound, formed in 1982 have an album', 'Deep Wound was an American hardcore punk band. They released one self-titled 7 which is sought after by fans and record collectors alike.', ""Any mention of notable members in hardcore punk band Deep Wound during Dinosaur Jr.'s formation"", 'Gerard Cosloy had dropped out of the University of Massachusetts Amherst to focus on running his independent record label, Homestead Records']",30
What was Sonny Bono and Cher's next single after I Got You Babe was number one on the Billboard Hot 100?,"Baby Don't Go, The Beat Goes On, All I Ever Need Is You, and A Cowboy's Work Is Never Done were the next singles from Sonny Bono and Cher.",4043,6,"[""What lead to Sonny Bono and Cher's rise to stardom?"", 'English newspaper photographers showed up whenSonny Bono and Cher were thrown out of the London Hilton because of their outfits the night they arrived', 'What happened after Sonny Bono and Cher were thrown out of the London Hilton because of their outfits?', 'London went gaga for the heretofore-unseen Sonny Bono and Cher look, which was neither mod nor rocker', ""What was Sonny Bono and Cher's first hit?"", ""Sonny Bono and Cher's first hit was I Got You Babe“"", 'Did the song I Got You Babe“ by Sonny Bono and Cher do well on music charts?', ""I Got You Babe by Sonny Bono and Cher reached number one on the Billboard Hot 100 chart and became one of the biggest-selling and most beloved pop/rock hits of the mid-'60s“"", 'How long was I Got You Babe by Sonny Bono and Cher number one on the Billboard Hot 100?', ""Sonny Bono and Cher's single spent three weeks at number 1 on the Billboard Hot 100 in the United States""]",23
"What is an interesting fact about Hrithik Roshan's early life other than his birth date, parents, siblings and ethnicity?","Hrithik Roshan was born with an extra thumb fused to the one on his right hand, which led some of his peers to avoid him.",7233,5,"['When was Hrithik Roshan born?', 'Hrithik Roshan was born on 10 January 1974', ""Who are Hrithik Roshan's parents?"", 'Hrithik Roshan father, film director Rakesh Roshan, is the son of music director Roshanlal Nagrath; his mother, Pinky, is the daughter of producer and director J. Om Prakash.', 'Does Hrithik Roshan have siblings?', 'Hrithik Roshan has an older sister, Sunaina.', ""What is Hrithik Roshan's ethnicity?"", ""Hrithik Roshan is of part Bengali ancestry from his paternal grandmother's side.""]",23
did Linkin Park have any other achievements besides being among the best-selling bands of the 21st century and the world's best-selling music artists?,"Linkin Park has won two Grammy Awards, six American Music Awards, four MTV Video Music Awards and three World Music Awards.",470,5,"['How many records has Linkin Park sold?', 'Linkin Park has sold 70 million records worldwide.', ""What was Linkin Park's best selling album?"", ""Linkin Park's best selling album is Hybrid Theory."", ""When was Linkin Park's Hybrid theory released?"", 'Hybrid Theory was released on October 24, 2000', ""what was Linkin Park's greatest achievement?"", ""Linkin Park is among the best-selling bands of the 21st century and the world's best-selling music artists, having sold over 70 million albums worldwide.""]",25
"was there another reform by Umar besides administrative reforms, expanding the amsar Basra, expanding the amsar Kufa, extending Masjid al-Haram, and renovating Al-masjid al-Nabawi?",Umar also ordered the expulsion to Syria and Iraq of the Christian and Jewish communities of Najran and Khaybar.,2938,4,"['what was a reform that was made by Umar?', 'Umar undertook many administrative reforms, establishing an advanced administration for the newly conquered lands, including several new ministries and bureaucracies, and ordered a census of all the Muslim territories.', 'were there any other reforms by Umar besides administrative reforms?', ""During Umar's rule, the garrison cities (amsar) of Basra and Kufa were founded or expanded."", 'what other reforms did Umar make besides administrative reforms and expanding Basra and Kufa?', 'In 638, Umar extended and renovated the Masjid al-Haram (Grand Mosque) in Mecca and Al-Masjid al-Nabawi (Mosque of the Prophet) in Medina.']",29
What was the consequence of Ted Gärdestad being wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder?,"Ted Gärdestad wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder,  severely affected Gärdestad.",254,3,"['What were the Palme assassination rumors about ?', ""Ted Gärdestad was wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder, which severely affected Gärdestad."", ""Who's assassination was Ted Gärdestad accused of ?"", ""Ted Gärdestad was wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder, which severely affected Gärdestad.""]",27
Other achievements during Shandi Finnessey's post pageant time period besides being on the season finale of Wanna Bet? on ABC?,"In March 2013, Shandi Finnessey was selected as one of 36 bachelorettes to compete on the reality television show Ready For Love.",368,5,"['How did Shandi Finnessey spend her time post pageants?', 'After completing her reign as Miss USA, Shandi Finnessey became a co-host of Lingo and PlayMania on GSN.', ""Any interesting things about Shandi Finnessey's post pageant time that the reader should know?"", 'Shandi Finnessey also has appeared in several documentaries produced by GSN.', 'Any notable acheivements by Shandi Finnessey post pageants?', 'Finnessey was on the season finale of Wanna Bet? on ABC, where she made a record for the biggest successful bet on the show betting $20,000 in the 1st best.', ""Any interesting tidbits you can share about Shandi Finnessey's appearance on Wanna Bet? on ABC?"", 'On March 19, 2007, Shandi Finnessey debuted on the fourth season of Dancing with the Stars.']",24
"what is the Champion Course at the PGA National Resort and Spa in Palm Beach Gardens, Florida famous for?","The Champion Course features the famous ‘Bear Trap’ which encompasses the par-three 15th, the par-four 16th and the par-three 17th, with water playing.",7957,4,"['where is the honda classic golf tournament being played in 2018?', 'The 2018 Honda Classic was played at PGA National Resort and Spa on the Champion Course, Palm Beach Gardens, Florida', 'who were some notable players at the 2018 Honda Classic golf tournament?', 'Notable players in the field at the Honda Classic include Tiger Woods, defending champion Rickie Fowler, Sergio Garcia, Patrick Reed and Justin Thomas.', 'who designed the Champion Course at the PGA National Resort and Spa in Palm Beach Gardens, Florida?', 'Tom and George Fazio designed the  Champion Course at the PGA National Resort and Spa in 1981.']",21
Did Ronaldinho win any other personal awards during the 2005-2006 season besides the FIFPro World Player of the Year in September 2005?,Ronaldinho was named the 2005 European Footballer of the Year,2417,3,"[""What happened in Ronaldinho's career in the 2005-2006 season?"", 'By the end of the year 2005, Ronaldinho had started to accumulate a host of personal awards.', 'What personal awards did Ronaldinho win in the 2005-2006 season?', 'Ronaldinho won the inaugural FIFPro World Player of the Year in September 2005, in addition to being included in the 2005 FIFPro World XI.']",23
"Are there any other members of the Roots besidesBlack Thought, Questlove, Kamal Gray, Captain Kirk Douglas, Tuba Gooding, Jr., and Mark Kelley?","Other current members of the Roots include James Poyser, Stro Elliot, Jeremy Ellis, Ray Angry, Ian Hendrickson-Smith, and David Guy.",6298,4,"['How did the Roots get their start?', 'The Roots originated in Philadelphia with Ahmir Questlove Thompson and Tariq Black Thought Trotter while they were both attending the Philadelphia High School for the Creative and Performing Arts.', ""What was the Roots' playing style?"", 'The Roots are known for a jazzy and eclectic approach to hip-hop featuring live musical instruments.', 'Who are the members of the Roots?', 'Current members of the Roots include Black Thought, Questlove, Kamal Gray, Captain Kirk Douglas, Tuba Gooding, Jr., Mark Kelley, and more.']",29
Were there any other awards that Dan Dierdorf won besides being selected to play in the Pro Bowl in 1980?,"In 1980, Dan Dierdorf was selected to play in the Pro Bowl and was selected as a first-team All-NFL player by the NEA",6790,7,"['Did anything happen significant in the 1979 NFL season for Dan Dierdorf?', 'On September 9, 1979, Dan Dierforf sustained torn ligaments in his left knee in the second quarter of the second game of the season against the New York Giants.', 'Who did Dan Dierdorf play for during the 1979 to 1983 NFL seasons?', 'Dan Dierdorf played professional football in National Football League with the St. Louis Cardinals for 13 seasons from 1971 to 1983.', 'Dan Dierdorf was against the Giants on September 9, 1979? Who did he play for?', 'Dan Dierdorf played professional football in National Football League with the St. Louis Cardinals for 13 seasons from 1971 to 1983.', 'Did Dan Dierdorf ever get hurt during the 1979 to 1983 NFL seasons?', 'On September 9, 1979, Dan Dierforf sustained torn ligaments in his left knee in the second quarter of the second game of the season against the New York Giants.', ""Did Dan Dierdorf's injury on September 9, 1979, end his career during 1979 to 1983 NFL seasons?"", 'On October 11, 1983, after the Cardinals began the season with a 1–5 record, Dan Dierdorf announced that he would retire at the end of the 1983 season.', 'Did Dan Dierdorf ever win any titles or awards during the 1979 to 1983 NFL seasons?', 'In 1980, Dan Dierdorf was selected to play in the Pro Bowl']",21
Did Robert Mueller serve in any other positions besides assistant to Attorney General Dick Thornburgh and as acting Deputy Attorney General?,"In 1990, Robert Mueller became the United States Assistant Attorney General in charge of the United States Department of Justice Criminal Division.",121,9,"['Where did Robert Mueller go to school?', 'Robert Mueller studied at Princeton University, New York University, and University of Virginia', 'Where did Robert Mueller work at?', 'After receiving his Juris Doctor in 1973 from the University of Virginia School of Law, Robert Mueller worked as a litigator at the firm Pillsbury, Madison and Sutro', 'What did Robert Mueller do next for work?', 'Robert Mueller then served for 12 years in United States Attorney offices.', 'What office did Robert Mueller work at?', 'Robert Mueller first worked in the office of the U.S. Attorney for the Northern District of California in San Francisco, where he rose to be chief of the criminal division', 'Where did Robert Mueller go next after  heworked in the office of the U.S. Attorney for the Northern District of California in San Francisco, where he rose to be chief of the criminal division?', 'Robert Mueller moved to Boston to work in the office of the U.S. Attorney for Massachusetts as an Assistant United States Attorney', 'What type of work did Robert Mueller do as an Attorney for the Northern District of California in San Francisco?', 'Robert Mueller investigated and prosecuted major financial fraud, terrorism and public corruption cases, as well as narcotics conspiracies and international money launderers.', 'Did Robert Mueller later get another job after he investigated and prosecuted major financial fraud, terrorism and public corruption cases, as well as narcotics conspiracies and international money launderers?', 'After serving as a partner at the Boston law firm of Hill and Barlow, Robert Mueller returned to government service.', 'What type of government work did Robert Mueller do?', 'In 1989, Robert Mueller served in the United States Department of Justice as an assistant to Attorney General Dick Thornburgh and as acting Deputy Attorney General.']",22
What was the most interesting thing that happened during the time around which Orson Welles read from War of the Worlds?,Orson Welles' work was disparagingly mentioned by Adolf Hitler in a public speech.,6991,7,"[""What was Orson Welles' first project in radio?"", ""In addition to being a repertory player on The March of Time, in the fall of 1936 Orson Welles adapted and performed Hamlet on CBS Radio's Columbia Workshop."", 'How much did Orson Welles make while doing radio?', 'Between 1935 and 1937 Orson Welles was earning as much as $2,000 a week, shuttling between radio studios at such a pace that he would arrive barely in time.', 'Which studios did Orson Welles perform for?', 'Orson Welles worked for CBS radio as well as The Mutual Network.', 'What was the name of one show Orson Welles did?', 'Orson Welles created and sponsored The Mercury Wonder Show for Service Men. It was a magic-and-variety stage show by Mercury Theatre for US soldiers in World War II.', 'Which show was Orson Welles most famous for?', ""Orson Welles' radio series gave the platform to find international fame as the director and narrator of a radio adaptation of H. G. Wells's novel The War of the Worlds."", 'Why was The Mercury Theatre series so important?', 'In 1938, his radio anthology series The Mercury Theatre caused widespread panic because many listeners thought that an invasion by extraterrestrial beings was actually occurring.']",22
"Did Barry Bonds get in trouble after being indicted on perjury and obstruction of justice charges on November 15, 2007?","On November 15, 2007, Barry Bonds was indicted on four counts of perjury and one count of obstruction of justice as it relates to the government investigation of BALCO.",3784,5,"['What was the BALCO Scandal?', 'Since 2003, Barry Bonds has been a key figure in the Bay Area Laboratory Co-operative (BALCO) scandal.', 'What happened with the BALCO scandal and Barry Bonds?', 'Barry Bonds was under investigation by a federal grand jury regarding his testimony in the BALCO case.', ""What happened with the investigation by a federal grand jury regarding Barry Bond's testimony in the BALCO case?"", 'Barry Bonds was indicted on perjury and obstruction of justice charges on November 15, 2007.', 'What were the perjury and obstruction of justice charges against Barry Bonds on November 15, 2007?', 'The indictment on perjury and obstruction of justice charges alleges that Barry Bonds lied while under oath about his alleged use of steroids.']",22
"What were some of the featured artists of X3 the webcast started by CBC Radio 3, aux.tv, and Exclaim!?","CBC Radio 3's show, X3, artists of the month have included K'naan, Malajube, Thunderheist, Japandroids, Apostle of Hustle, The Rural Alberta Advantage, Owen Pallett, and Jenn Grant.",1186,12,"[""What were some of CBC Radio 3's webcasts?"", ""CBC Radio 3 's webcasets were Sessions"", ""When did CBC Radio 3's use of Icecast start?"", ""From 2005 the Icecast stream was available from CBC Radio 3's website"", ""When did CBC Radio 3's use of Icecast end?"", ""CBC Radio 3's use of Icecast ended in 2009."", ""Why did CBC Radio 3's use of Icecast end?"", ""CBC Radio 3's use of Icecast ended due to funding cuts. However, the two services, Icecast and the radio program, were merged in June 2009."", ""What kind of content did CBC Radio 3's show Icecast have?"", 'Initially, the Icecast from CBC Radio 3 consisted exclusively of music with the occasional identification break.', 'Did CBC Radio 3 add more content to their Icecast later?', 'The CBC Radio 3 Icecast was relaunched with hosts and feature content, similar to but still programmed separately from the satellite radio station.', ""When did CBC Radio 3's Icecast relaunch?"", ""On September 14, 2007 CBC Radio 3's Icecast was relaunched"", 'Did CBC Radio 3 do any webcasts after Icecast?', 'In February 2009, CBC Radio 3 participated with Exclaim! and aux.tv to launch X3.', ""What was CBC Radio 3's X3?"", ""CBC Radio 3's X3 was a new collaborative cross-promotional platform which sees all three outlets air feature content spotlighting a particular Artist of the Month."", 'What other two outlets did CBC Radio 3 participate with to launch X3?', 'CBC Radio 3 participated with Exclaim! and aux.tv to launch X3', 'When was X3 by CBC Radio 3, aux.tv, and Exclaim! started?', 'In February 2009, CBC Radio 3 participated with Exclaim! and aux.tv to launch X3.']",23
what is one of the singles in the sixth album Kati Apo Mena released in December 1998 by the label Minos EMI?,Den Ehi Sidera I Kardia Sou“,1579,6,"['when did Sakis Rouvas release his album?', 'in December 1998', 'What number was the album released by Sakis Rouvas in December 1998?', 'Sakis Rouvas sixth album', 'did something change with sakis rouvas sixth album released in December 1998?', 'Sakis Rouvas first with his new label', 'what label did sakis Rouvas release his sixth studio album?', 'Minos EMI', ""what is the sixth album's name released in December 1998 by the label Minos EMI?"", 'Kati Apo Mena']",23
"Did Dev Anand star in any other movies besides Manzil, Tere Ghar Ke Samne, Kinaare Kinaare, Maya, Asli-Naqli, Jab Pyar Kisi Se Hota Hai, and Mahal?","Dev Anand's first colour film, Guide with Waheeda Rehman was based on the novel of the same name by R. K. Narayan.",5047,3,"['How did Dev Anand get his romantic image?', 'In the sixties, Dev Anand acquired a romantic image with films such as Manzil and Tere Ghar Ke Samne with Nutan.', 'What other films gave Dev Anand his romantic image besides Manzil and Tere Ghar Ke Samne?', ""Films expanding Dev Anand's romantic image included Kinaare Kinaare with Meena Kumari, Maya with Mala Sinha, Asli-Naqli with Sadhana Shivdasani, and Jab Pyar Kisi Se Hota Hai.""]",33
"Was there other Billy Crash Craddock hits besides knock three times, boom boom baby, rub it in and broken down in tiny pieces?",Ruby Baby,2573,5,"['What sort of success did Billy Crash Craddock have?', 'He had his first number one hit with a cover of the Tony Orlando and Dawn pop hit Knock Three Times in 1971.', 'What other top songs did Billy Crash Craddock have besides knock three times?', 'Boom Boom Baby“', 'What other hits did Billy Crash Craddock have besides knock three times and boom boom baby?', 'Rub It In“', 'What other hits did Billy Crash Craddock have besides knock three times, boom boom baby, and rub it in?', 'Broken Down in Tiny Pieces“']",26
What was the response to when Bobby Jindal used Hurricane Katrina to warn against government solutions to the economic crisis?,"Today in Washington, some are promising that government will rescue us from the economic storms raging all around us, Bobby Jindal said. ...we have our doubts.“",3376,4,"[""How did Bobby Jindal and the Republicans respond to Pres. Obama's address to Congress?"", ""On February 24, 2009, Bobby Jindal delivered the official Republican response to President Obama's address to a joint session of Congress."", ""What did Bobby Jindal say about Pres. Obama's address to Congress?"", ""Bobby Jindal called the president's economic stimulus plan irresponsible and argued against government intervention."", ""What was Bobby Jindal's reasoning for these criticisms of the president's economic stimulus plan calling it irresponsible?"", 'Bobby Jindal used Hurricane Katrina to warn against government solutions to the economic crisis.']",21
what was the reason for the resignation of Brock Long as the Administrator of Federal Emergency Management Agency (FEMA),"In February 2019, Brock Long announced his resignation as FEMA Administrator, effective March 8, following questions over his use of his government vehicle.",7705,5,"['who is the current director of fema is this person qualified for the position', 'Peter T. Gaynor was officially confirmed by the U.S. Senate to be FEMA Administrator on January 14, 2020. Gaynor has more than 11 years of experience in emergency management.', 'what was a previous role of Peter T. Gaynor prior to becoming FEMA Administrator', 'Prior to coming to FEMA, Peter T. Gaynor served as the Director of Rhode Island’s Emergency Management Agency (RIEMA) in 2015.', ""what were accomplishments of Peter T. Gaynor during his time as Director of Rhode Island's Emergency Management Agency (RIEMA)"", 'Peter T. Gaynor oversaw response and recovery efforts to blizzards, floods, tropical storms and public health emergencies. He also coordinated evacuations, mass care, special events, and school safety.', 'who was the previous FEMA administrator prior to Peter T. Gaynor', 'Brock Long served as the Administrator of the Federal Emergency Management Agency (FEMA) until his resignation in March 2019. Brock Long was succeeded by Pete Gaynor.']",21
What was the public's reaction to that the a cappella version of Cyrus' song We Can't Stop and the Sinead O'Connor versus Miley Cyrus feud in general?,"After Palmer stated that O'Connor continues to be an important influence since her teenage years, Palmer then addressed where O'Connor was off target in her correspondence to Cyrus.",2933,7,"[""What is Fallon's online presence?"", 'The incorporation of the Internet was an innovation decided long before the show began. Highlighting interactivity, Fallon dove into the Web prior to the show premiering.', 'Did Jimmy Fallon get a lot of followers for Late Night with Jimmy Fallon?', 'Online interaction and its presence on the show were crucial to its success.', 'What video was the most popular from Late Night with Jimmy Fallon?', 'Many videos received a very high number of views, including the #Hashtag with Jimmy Fallon & Justin Timberlake clip that garnered over 17 million views by October 21, 2013.', 'What other online platforms is Fallon on for Late Night with Jimmy Fallon besides YouTube?', ""Fallon dove into the Web prior to premiering, creating a Twitter account and beginning a vlog on the show's official website, which ran snippets of comedy bits and background reports."", 'Was the Late Night with Jimmy Fallon vlog popular with fans?', ""The show's Web site was staffed by three full-time bloggers, who compile viral videos and post photos."", ""Did Fallon's online presence ever cause controversy?"", ""During the open letter controversy between musical artists Miley Cyrus and Sinead O'Connor, the channel published an a cappella version of Cyrus' song We Can't Stop“.""]",31
"Are there any other movies Helen Mirren is best known in besides Joel Hershman's Greenfingers, The Pledge, No Such Thing, and Gosford Park?",Helen Mirren is known for her work in Calendar Girls,4014,7,"['Was Helen Mirren acting in 2000?', ""Helen Mirren's first film of the 2000s was Joel Hershman's Greenfingers"", ""Did Helen Mirren receive positive reviews for Joel Hershman's Greenfingers?"", ""Joel Hershman's Greenfingers garnered largely lukewarm reviews from critics, who felt that it added nothing new to this already saturated genre of British feel-good films"", ""Were there any more movies in 2000 with Helen Mirren besides Joel Hershman's Greenfingers?"", ""In 2000, besides Joel Hershman's Greenfingers, Helen Mirren appeared in The Pledge and No Such Thing"", 'Did Helen Mirren receive any reviews for either The Pledge and No Such Thing in 2000?', 'A critical success, The Pledge, the ensemble film tanked at the box office. No Such Thing was largely panned by critics.', 'Did Helen Mirren have any box office hits?', ""Her biggest critical and commercial success, released in 2001, became Robert Altman's all-star ensemble mystery film Gosford Park."", 'Did Helen Mirren win an award for the all-star ensemble mystery film Gosford Park?', ""Widely acclaimed by critics, Gosford Park received multiple awards and nominations, including a second Academy Award nomination and first Screen Actors Guild Award win for Helen Mirren's portrayal Mrs. Wilson""]",28
"is the rigorous prediction in science, often quantitative, statement, forecasting what would happen under specific condition known by a name",The scientific method is built on testing statements that are logical consequences of scientific theories. This is done through repeatable experiments or observational studies.,7694,5,"['what other tools are necessary besides statistics to accurately perform predictions', 'In a non-statistical sense, the term prediction is often used to refer to an informed guess or opinion.', 'what are examples of an informed guess or opinion', ""An informed guess or opinion might be informed by a predicting person's abductive reasoning, inductive reasoning, deductive reasoning, and experience."", 'any other tools that are necessary besides stasitics and informed guess or opinion to accurately perform predictions', 'In science, a prediction is a rigorous, often quantitative, statement, forecasting what would happen under specific conditions.', 'what is an example of rigorous prediction in science, often quantitative, statement, forecasting what would happen under specific conditions', 'if an apple fell from a tree it would be attracted towards the center of the earth by gravity with a specified and constant acceleration']",23
"Any other stage work worth mentioning besides Fiddler on the Roof, The Man in the Glass Booth, and One Flew Over the Cuckoo's Nest?",Royal Shakespeare Company's Sherlock Holmes,2563,6,"[""Some examples of Leonard Nimoy's stage work?"", 'Nimoy also won acclaim for a series of stage roles. In 1971 he played the starring role of Tevye in Fiddler on the Roof, which toured for eight weeks.', 'Did Leonard Nimoy do any other stage work besides Fiddler on the Roof?', 'The Man in the Glass Booth', ""Was any of Leonard Nimoy's stage work recognized or awarded?"", 'Nimoy also won acclaim for a series of stage roles.', 'What other stage work did he do besides Fiddler on the Roof and The Man in the Glass Booth?', ""One Flew Over the Cuckoo's Nest""]",28
did the jimi hendrix cover of all along the watchcover receive any other awards besides a Grammy Hall of Fame award in 2001,The Hendrix version of All Along the Watchtower was ranked 47th in Rolling Stone magazine's 500 Greatest Songs of All Time in 2004.,9450,5,"['who wrote the song all along the watchtower', 'All Along the Watchtower is a song written and recorded by American singer-songwriter Bob Dylan.', 'when did the song all along the watchtower first appear', ""The song initially appeared on Bob Dylon's 1967 album John Wesley Harding, and it has been included on most of Dylan's subsequent greatest hits compilations."", 'were the covers of the song all along the watchtower', 'Covered by numerous artists in various genres, All Along the Watchtower is strongly identified with the interpretation Jimi Hendrix recorded for the album Electric Ladyland with the Jimi Hendrix Experience.', 'how did the jimi hendrix cover of all along the watchtower do', ""The Hendrix version, released six months after Dylan's original recording, became a Top 20 single in 1968, received a Grammy Hall of Fame award in 2001.""]",23
how did being wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder severely affect Ted Gärdestad?,Speculations and rumours followed Ted Gärdestad and his family for the rest of the 1980s. Gärdestad withdrew and fell into a deep depression.,254,4,"['What were the Palme assassination rumors about ?', ""Ted Gärdestad was wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder, which severely affected Gärdestad."", ""Who's assassination was Ted Gärdestad accused of ?"", ""Ted Gärdestad was wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder, which severely affected Gärdestad."", ""What was the consequence of Ted Gärdestad being wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder?"", ""Ted Gärdestad wrongly mentioned in the Swedish media as the 33-year-old suspect in Swedish Prime Minister Olof Palme's murder,  severely affected Gärdestad.""]",26
when do the events of the mighty morphin power rangers the movie take place in relation to the mighty morphin power rangers tv series,"The events of the Mighty Morphin Power Rangers: The Movie take place after the second season of Mighty Morphin Power Rangers, but are incompatible with the third season.",7758,4,"['where was mighty morphin power rangers movie filmed', 'Filming for Mighty Morphin Power Rangers: The Movie took place in and around Sydney and Queensland, Australia.', 'who were the stars of who were the stars of mighty morphin power rangers the movie', 'Mighty Morphin Power Rangers: The Movie stars the ensemble cast of Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank, Amy Jo Johnson, and David Yost.', 'what was the critical reception of mighty morphin power rangers the movie', 'Mighty Morphin Power Rangers: The Movie received mixed reviews from critics. However, it is considered a cult classic.']",24
"What was the outcome of Jonas Yoder, Wallace Miller, and Adin Yutzy being fined after refusing to send their children to high school?","The Wisconsin Supreme Court decided to overturned the conviction for Jonas Yoder and Wallace Miller of the Old Order Amish, and Adin Yutzy of the Amish Mennonite Church.",7069,9,"['What has modern life done to the Amish?', 'As time has passed, the Amish have felt pressures from the modern world.', 'What pressures have the Amish felt from the modern world?', 'The Amish have felt pressured by issues such as taxation from modern life.', 'What other issues have pressured the Amish besides taxation from modern life?', 'The Amish have also felt pressured by issues of education from the modern life.', 'What is another issue the Amish have faced besides pressure from taxation and education because of modern life?', 'The Amish also face pressure on law and its enforcement from modern life.', 'What was the next issue the Amish faced from modern life pressure besides taxation, education, and law and its enforcement?', 'The Amish face occasional discrimination and hostility from the pressures of modern life.', 'What has the Amish way of lifes increasing divergence from modern society occasionally caused?', ""On occasion, the Amish's increasing divergence from modern society has resulted in sporadic discrimination and hostility from their neighbors, such as throwing of stones or other objects at Amish horse-drawn carriages on the roads."", 'What is an Amish issue with the state of Wisconsin?', 'Jonas Yoder and Wallace Miller of the Old Order Amish, and Adin Yutzy of the Amish Mennonite Church were fined $5 for refusing to send their children to high school.', 'When did Jonas Yoder and Wallace Miller of the Old Order Amish, and Adin Yutzy of the Amish Mennonite Church get fined $5 for refusing to send their children to high school?', 'On May 19, 1972 Jonas Yoder, Wallace Miller, and Adin Yutzy were all fined for refusing to send their children to high school.']",26
Is there any other significant fact about Oscar Charleston during his stay in Cuba besides the fact that he played winter baseball there?,"In the mid-1920s, Oscar Charleston fought with Cuban soldiers during a Cuban League game. He was arrested and fined, but was released and returned to play the following day.",3600,4,"[""What happened during Oscar Charleston's early years that was significant?"", 'After his honorable discharge from the U.S. Army in 1915, Oscar Charleston returned to the United States and immediately began his baseball career with the Indianapolis ABCs.', 'How long did Oscar Charleston stay with the Indianapolis team?', 'Oscar Charleston stayed with the Indianapolis ABCs from 1915 until 1918.', 'How long did Oscar Charleston stay in Cuba?', 'After his arrest after an incident during a game on October 24, 1915, Oscar Charleston was released after posting bail and immediately left town to play winter baseball in Cuba.']",24
Did any other LeAnn Rimes' Blue album songs reach the Top 40 besides Blue and The Light in Your Eyes.,One Way Ticket is Rimes's only Number 1 hit on the country music charts.,2205,7,"[""Was this LeAnn Rimes' Blue album popular?"", ""LeAnn Rimes' Blue album reached No. 3 on Billboard 200, and No. 1 on Top Country Albums."", ""Did anything particularly exciting happen with the release of this LeAnn Rimes' Blue album?"", 'Rimes rose to stardom at age 13 following the release of her version of the Bill Mack song Blue.', ""What was LeAnn Rimes' first gold certified album?"", 'The album Blue sold a total of four million copies in the United States and eight million copies worldwide.', ""Did this LeAnn Rimes' Blue album receive any awards?"", 'In 1997 at 14 years old she became the youngest person to win a Grammy, for Best New Artist and Best Female Country Vocal Performance for Blue.', ""Were there any other notable songs on this LeAnn Rimes' Blue album besides Blue?"", 'The Light in Your Eyes, from her debut album Blue, made it to number five on the Billboard Hot Country Singles and Tracks chart in 1997.']",22
Who was managing the New York Dolls career at the time of the release of their second album Too Much Too Soon?,"In 1972, the band took on Marty Thau as manager.",714,5,"['When did the New York Dolls last play together?', ""The group played its last show December 30, 1976 at Max's Kansas City; on the same bill as Blondie."", 'What led to the dissolution of the band New York Dolls?', 'Drug and alcohol abuse by Thunders, Nolan and Kane as well as artistic differences added to the tensions among members.', 'What was the New York Dolls last album before their dissolution?', 'Too Much Too Soon, the second album by the American hard rock band New York Dolls.', 'What record label were the New York Dolls with at the time of their second album?', 'Too Much Too Soon was released by Mercury Records.']",23
