Question,Answer,Conversation#,Turn#,Context,Question Length
What is angel dust?,"Angel Dust is the fourth studio album by American rock band Faith No More, released on June 8, 1992 by Slash and Reprise Records.",4183,1,[],5
were the Founding Fathers religious,"Many of the founding fathers were active in a local church; some of them, such as Jefferson, Franklin, and Washington had Deist sentiments.",9343,4,"['who were the founding fathers of the 13 colonies', 'The Founding Fathers were John Adams, Benjamin Franklin, Alexander Hamilton, John Jay, Thomas Jefferson, James Madison, and George Washington.', 'what did the founding fathers do', 'The Founding Fathers united the Thirteen Colonies, led the war for independence from Great Britain, and built a frame of government for the new United States of America.', 'who influenced the founding fathers', 'The single most important influence that shaped the founding of the United States comes from John Locke, a 17th century Englishman who redefined the nature of government.']",5
when was the bet published,The Bet is an 1889 short story by Anton Chekhov.,8756,3,"['where does the story the bet take place', 'The story The Bet largely takes place on the property of the banker.', 'who was the author of the bet', 'The Bet is a short story by Anton Chekhov.']",5
when was fema created,"FEMA was established under the 1978 Reorganization Plan No. 3 and was activated by President Jimmy Carter in an Executive Order on April 1, 1979.",9088,4,"['how many fema regions are in the united states', 'There are 10 FEMA regions in the US.', 'what does fema stand for', 'FEMA stands for Federal Emergency Management Agency', 'what is the purpose of fema', ""FEMA's primary purpose is to coordinate the response to a disaster that has occurred in the US and that overwhelms the resources of local and state authorities.""]",4
Was Tim Russert married?,Tim Russert was married to Maureen Orth,6634,4,"[""What were Tim Russert's favorite sports?"", ""Tim Russert's favorite sports were baseball, football, and hockey"", 'What sport did Tim Russert broadcast?', ""Russert didn't broadcast sports, but at the end of his political broadcasts he talked about his support for the Buffalo Bills football team"", 'How many children did Tim Russert have?', 'Tim Russert had one son']",5
Did Maya Angelou marry?,"Maya Angelou was first married to Tosh Angelos (m. 1951; div. 1954), and later married Paul du Feu (m. 1974; div. 1983).",1249,2,"['Did Maya Angelou write about Death or did someone die?', ""Maya Angelou's mother Vivian Baxter died in 1991 and her brother Bailey Johnson, Jr., died in 2000; both were important figures in her life and her books.""]",5
What was UNIVAC,The UNIVAC I (UNIVersal Automatic Computer I) was the first general purpose electronic digital computer design for business application produced in the United States.,4104,4,"['Where did Grace Hopper work?', 'She worked for the US Navy and the Eckert–Mauchly Computer Corporation.', ""What was Grace Hopper's title in the NAVY?"", 'Navy rear admiral and senior mathematician at Eckert-Mauchly.', 'Who was in charge of Hopper in the Navy?', 'In the navy she served on the Mark I computer programming staff headed by Howard H. Aiken.']",3
when did the arrow end,"The Arrow concluded in full on January 28, 2020.",10739,5,"['who does oliver queen marry in the arrow', 'Oliver Queen eventually marries Felicity in The Arrow.', ""what is the felicity smoak's nickname"", ""Felicity Smoak's code name is Overwatch."", 'do oliver queen and felicity have children', ""Felicity becomes stepmother to Oliver's son, William, and later mother to their daughter, Mia."", 'was felicity smoak from the arrow a popular character', 'In 2016 she was voted number fifteen on a list of 50 Favorite Female Characters, in a poll of Hollywood professionals conducted by The Hollywood Reporter.']",5
what does spermatocytogenesis mean,"the first stage of formation of spermatozoa, in which the spermatogonia develop into spermatocytes and then into spermatids",10223,4,"['what does abp stand for in medical terms', 'Abbreviation for androgen binding protein.', 'what is androgen binding protein', 'a protein secreted by testicular Sertoli cells along with inhibin and müllerian inhibiting substance.', 'what are Sertoli cells', 'elongated cells in the seminiferous tubules that ensheathe spermatogenic cells, providing a microenvironment that supports spermiogenesis and spermatocytogenesis']",4
how tall is lebron james,Lebron James is 6 feet 9 inches.,8854,3,"['how many triple doubles has lebron james had in his career', 'Lebron James has had 90 triple-doubles.', 'how old is lebron james', 'Lebron James is 35 years old.']",5
how was jacinda barrett discovered,Jacinda Barrett first became known to audiences as a cast member on The Real World: London.,7823,2,"[""who plays john rayburn's wife on bloodline"", 'Jacinda Barrett plays Diana Rayburn on the TV series Bloodline.']",5
Who is Pete Maravich?,"Peter Press Maravich (June 22, 1947 – January 5, 1988), known by his nickname Pistol Pete, was an American professional basketball player.",4884,1,[],5
who founded the league,David Stern is the founder of the WNBA.,10358,5,"['who has the biggest contract in the wnba', ""Phoenix's DeWanna Bonner will be the WNBA's top earner in 2019 at $127,500."", ""how many women's nba teams exist"", ""The Women's National Basketball Association (WNBA) is currently composed of twelve teams."", 'do the wnba teams share an NBA counterpart', 'Five WNBA teams have direct NBA counterparts and play in the same arena: Indiana Fever, Los Angeles Sparks, Minnesota Lynx, New York Liberty, and Phoenix Mercury.', 'when was the wnba league founded', 'The WNBA league was founded on April 22, 1996.']",4
Are Chip and Dale related,Chip and Dale are two anthropomorphic chipmunk brothers,7384,2,"['who has the red nose, chip or dale', ""Dale from Chip 'n' Dale has a large dark red nose.""]",5
when was Emirates airline founded,"Emirates was founded on 25 March 1985, 34 years ago.",10714,2,"['Where do Emirates fly to in the UK', 'Emirates currently offer flights from six UK airports: Glasgow, Newcastle, Manchester, Birmingham, London-Gatwick and London-Heathrow. The majority of flights are long-haul, with a short stopover in Dubai.']",5
what is wacky baccy?,"slang for cannabis, more literally bad smoke",168,4,"['What year did the band super Furry animals start?', 'in 1993', 'When was the band super furry animals in London?', 'in late 1995', 'Why did the band Super furry animals decide to sing in English?', 'The band the super furry animals have claimed that the decision to sing in English was taken in order to broaden their fanbase']",5
who created rick and morty,Rick and Morty was created by Justin Roiland and Dan Harmon.,9967,2,"['when is season 3 episode 3 of rick and morty', 'The Season 3 Episode 3 of Rick and Morty aired on Sunday, August 6, 2017 1:30 p.m. Eastern.']",5
Did Aishwarya Rai marry?,Aishwarya Rai married actor Abhishek Bachchan in 2007.,4912,1,[],5
how was pearl harbor recieved,Pearl Harbor received generally negative reviews from critics.,8607,5,"['where did they film the movie pearl harbor', 'In order to recreate the atmosphere of pre-war Pearl Harbor, the producers staged the film in Hawaii and used current naval facilities.', 'what was the budget for pearl harbor', 'The proposed budget of $208 million that Bay and Bruckheimer wanted was an area of contention with Disney executives.', 'who directed pearl harbor', 'Pearl Harbor was directed by Michael Bay.', 'when was pearl harbor released', 'Pearl Harbor premiered on May 21, 2001 in Pearl Harbor, Hawaii and on May 25, 2001 in the rest of the US.']",5
When was Abraham Lincoln Assassinated,"The assassination of United States president Abraham Lincoln took place on Good Friday, April 14, 1865.",7612,4,"['who was the first us president that was assassinated', 'Abraham Lincoln was the first U.S president Assassinated.', 'How was Abraham Lincoln assassinated', ""Booth entered from behind, aimed a .44 caliber Derringer pistol at the back of Lincoln's head, and fired, mortally wounding him."", 'Where was Abraham Lincoln assassinated', ""Abraham, Lincoln was assassinated at Ford's Theatre in Washington, D.C""]",5
when was the cold war,The Cold War was a period generally considered to span the 1947 Truman Doctrine to the 1991 dissolution of the Soviet Union.,8865,4,"['how was the cuban missile crisis an example of brinkmanship', 'In The Soviet Union placed nuclear missiles in Cuba. This act of brinkmanship nearly brought the Soviet Union and the United States to a nuclear war.', 'what is the definition of brinkmanship', 'Brinkmanship is the art or practice of pushing a dangerous situation or confrontation to the limit of safety especially to force a desired outcome.', 'what is the definition of brinkmanship in relation to the cold war', 'Brinkmanship is a foreign policy used in the Cold War which is where a country would push a dangerous issue or event to the edge looking for the best outcome.']",5
does justin trudeau speak french,Justin Trudeau speaks French with virtually no accent and sounds like a regular Quebecer.,10640,5,"['what are the roles of the governor general of canada', 'The official duties of the Governor General of Canada include giving Royal Assent to bills passed in the Canadian House of Commons and Senate and many more.', 'what are the roles of the prime minister of canada', 'The prime minister of Canada is head of the executive branch of the Canadian federal government. The Canadian prime minister provides leadership and direction to the government.', 'who is the current prime minister of canada', ""The current, and 23rd, prime minister of Canada is the Liberal Party's Justin Trudeau."", 'is the justin trudeau related to pierre trudeau', 'Justin Trudeau is the first prime minister of Canada to be related to a previous holder of the post, as the eldest son of Pierre Trudeau.']",5
who sang get a haircut,Get a Haircut is a rock song by George Thorogood and the Destroyers.,9104,2,"['who wrote the song get a haircut and get a real job', 'The song, Get a Haircut, was written by Bill Birch and David Avery.']",5
what does ecology cover,"Topics of interest to ecology include the biodiversity, distribution, biomass, and populations of organisms, as well as cooperation and competition within and between species.",8905,4,"['what is the meaning of ecology in science', 'Ecology is a branch of biology that studies the interactions among organisms and their biophysical environment, which includes both biotic and abiotic components.', 'who coined the term ecology', 'The word ecology was coined by the German scientist Ernst Haeckel.', 'when was the term ecology coined', 'The term ecology was coined in 1866.']",4
who popularized mere rashke qamar,Mere Rashke Qamar was popularized by Nusrat Fateh Ali Khan and his nephew Rahat Fateh Ali Khan several times in different concerts.,9868,2,"['who is the original singer of mere rashke qamar', 'Mere Rashke Qamar was first performed in 1988 by Nusrat Fateh Ali Khan.']",5
does petr cech have siblings,Petr Čech was born a triplet. His only living sibling is elder sister Markéta.,9054,4,"['who holds the record for most clean sheets in the premier league', 'Petr Čech holds the record for most clean sheets kept in a single season in the premier league, with 24.', ""what is petr cech's current team"", 'Petr Čech is the current technical and performance advisor for Chelsea Football Club.', 'when did petr cech retire from international football', 'On 8 July 2016, Petr Čech announced his retirement from international football.']",5
who proposed the twenty-sixth amendment,"The Twenty-sixth Amendment was proposed by Congress on March 23, 1971, and ratified on July 1, 1971, the quickest ratification of an amendment in history.",9845,5,"['who would become vice president if the president is impeached', 'If the Vice President dies, resigns, or becomes President, the President can appoint a new Vice President.', 'which amendment declares that the president can appoint a new vice president', 'The Twenty-fifth Amendment to the United States Constitution deals with issues related to presidential succession and disability.', 'when was the twenty-fifth amendment made', 'The Twenty-fifth Amendment was submitted to the states on July 6, 1965, by the 89th Congress and was adopted on February 10, 1967.', 'what does the twenty-sixth amendment say', 'The Twenty-sixth Amendment prohibits the government from using age as a reason for denying the right to vote to citizens of the US who are at least eighteen.']",5
what is a 747,"The Boeing 747 is an American wide-body, long–range, commercial jet airliner and cargo aircraft.",9611,2,"['what is the top speed of a 747', 'The Boeing 747 to 400, the most common variant in service, has a high-subsonic cruise speed of Mach 0.85 to 0.855, up to 570 mph or 920 km/h.']",4
when did  Tai Tzu-ying debut,Tai Tzu-ying has enjoyed a stellar career since debuting in 2009 and becoming the country’s youngest ever top-ranked player at age 16.,9954,5,"['who has won the women’s singles title at the hong kong super series badminton tournament 2017', ""Taiwan's Tai Tzu-ying won the women's singles final at the 2017 Yonex-Sunrise Hong Kong Open Nov. 26."", ""how many titles did Taiwan's Tai Tzu-ying secure in 2017"", 'Tai Tzu-ying secured her third title at the 2017 annual badminton tournament.', 'what was the result of the 2017 Yonex-Sunrise Hong Kong Open', 'Defending champion and current world No. 1 Tai Tzu-ying defeated India’s Pusarla V. Sindhu 21:18, 21:18 over the course of 45 minutes, taking home the grand prize of US$30,000.', 'where was  Tai Tzu-ying born', 'Tai Tzu-ying was born in southern Taiwan’s Kaohsiung City.']",5
are capuchin monkeys smart,The capuchin monkey is considered to be the most intelligent New World monkey.,10628,5,"['what type of monkey is in the hangover part 2', 'Crystal the Monkey is a female capuchin monkey who portrayed a drug-dealing monkey in The Hangover Part II.', 'where is the capuchin monkey found', 'The range of capuchin monkeys includes some tropical forests in Central America and South America as far south as northern Argentina.', 'where does the name for capuchin monkeys come from', 'When Portuguese explorers reached the Americas, they found small monkeys whose coloring resembled the friars of the Order of Friars Minor Capuchin, especially when in their robes with hoods down.', 'what do capuchin monkeys eat', 'Capuchin monkeys are omnivores, and consume a variety of plant parts, as well as arthropods, molluscs, a variety of vertebrates, and even primates.']",4
Who was Juice Newton?,"Judy Kay Juice Newton is an American pop and country singer, songwriter, and musician.",5848,1,[],5
how old is lebron james,Lebron James is 35 years old.,8854,2,"['how many triple doubles has lebron james had in his career', 'Lebron James has had 90 triple-doubles.']",5
where is the show recorded,Wait Wait... Don't Tell Me! is recorded in front of a live audience in Chicago at the Chase Auditorium beneath the Chase Tower on Thursday nights.,10351,5,"[""who is hosting wait wait don't tell me today"", ""Wait Wait... Don't Tell Me! is hosted by playwright and actor Peter Sagal."", 'what genre is the show', ""Wait Wait... Don't Tell Me! is a Game showpanel / showcomedy radio show."", 'how long does the show run', ""Wait Wait... Don't Tell Me! runs for approx. 50 min."", 'when did the show start', ""Wait Wait... Don't Tell Me! originally aired January 3, 1998.""]",5
when was super bowl 52,"Super Bowl 52 was played on February 4, 2018.",7890,4,"['when was the last time the eagles were in a super bowl', 'In the 2017 season Philadelphia Eagles won Super Bowl 52, their first Super Bowl win in franchise history.', 'what teams played in super bowl 52', 'In Super Bowl 52, the NFC was represented by the Philadelphia Eagles, while the AFC was represented by the New England Patriots.', 'what was the score in super bowl 52', 'In Super Bowl 52, the Philadelphia Eagles defeated the New England Patriots 41 to 33.']",5
which iphone is the newest,"Apple on September 10, 2019, unveiled the iPhone 11.",10475,4,"['what is the latest operating system for android', 'Android 10 is the tenth major release and the 17th version of the Android mobile operating system. It was released on September 3, 2019.', 'what is the latest operating system for iphone', ""The latest major version of Apple's iOS operating system is iOS 13."", 'what devices are compatible with ios 13', 'The iOS 13 compatibility list for iPhones is as follows: 6S, 6S Plus, SE, 7, 7 Plus, 8, 8 Plus, X, XS, XS Max, XR, 11, 11 Pro, 11 Pro.']",5
Was Charles Haley succesful?,Charles Haley was elected to the Pro Football Hall of Fame in 2015 after several years of eligibility.,4217,2,"['What did Charles Haley do with the Dallas Cowboys?', 'Charles Haley is often mentioned as the final piece that helped propel the Dallas Cowboys into a Super Bowl contender.']",5
is iroquois still spoken today,"Most Iroquois spoken today is among the Cherokee tribes of Oklahoma. However, it is still spoken among people ranging from Canada all the way to North and South Carolina.",10686,3,"['who won in the battle of fort ticonderoga', ""A small force of Green Mountain Boys led by Ethan Allen and Colonel Benedict Arnold surprised and captured Fort Ticonderoga's small British garrison."", 'where does the name of fort ticonderoga come from', 'The name Ticonderoga comes from the Iroquois word tekontaró:ken, meaning it is at the junction of two waterways.']",5
What is the Blonds?,The Hollywood Blonds is a name used by several professional wrestling tag teams over the years.,5005,1,[],5
when was Daisuke Ohata born,Daisuke Ohata was born 11 November 1975.,10363,2,"['who has scored the most tries in rugby history and how many did he score', 'Daisuke Ohata, the world’s leading international try scorer with 69.']",5
Did Vaslav Nijinsky tour?,"Vaslav Nijinsky was introduced to dance by his parents, who were senior dancers with the travelling Setov opera company, and his early childhood was spent touring with the company.",5649,3,"['Did Vaslov Nijinsky go to dancing school?', ""Vaslav Nijinsky joined the Imperial Ballet School. His dancing prevented his expulsion for poor results. This laxity was compounded by Nijinsky's frequently being away from classrooms for rehearsals."", 'What was Vaslav Nijinsky rehearsing during his school years?', 'Vaslav Nijinsky appeared in classical ballets such as Faust, as a mouse in The Nutcracker, a page in Sleeping Beauty and Swan Lake, and won the Didelot scholarship.']",5
Was Red Skelton married?,"Red Skelton was married to Edna Marie Stillwell (m. 1931; div. 1943), Georgia Davis (m. 1945; div. 1971), and Lothian Toland (m. 1973) until this death.",553,5,"['Was Red Skelton on radio', 'Red Skelton was best known for his national radio and television acts between 1937 and 1971.', 'Did Red Skelton do ads on radio or shows?', ""Red Skelton had a routine he had been performing since 1928. Originally called Mellow Cigars, the skit entailed an announcer who became ill as he smoked his sponsor's product."", ""How was Red Skelton's personal life"", ""There were personal as well as professional changes in Red Skelton's life.""]",5
Who runs the Boeing company,"Recently Boeing merged with McDonnell Douglas on August 1, 1997. Then chairman and CEO of Boeing Philip M. Condit assumes those roles. Harry Stonecipher is the  president and COO.",10264,5,"['how many seats are on a boeing 737-800', 'The Boeing 737-800 seats 162 passengers in a two-class layout or 189 passengers in a one-class layout.', 'When was the Boeing 737-800 first lounched', 'The 737-800 Boeing was launched on September 5, 1994.', 'When was the original Boeing line of airplanes first made', ""The first Boeing airplane also known as B & W seaplane was completed in June 1916 at Boeing's boathouse hangar on Lake Union in Seattle, Washington."", 'When did the Boeing plane first fly', 'The first two Boeing planes flew 15 June 1916, and in November.']",5
is petroleum renewable,"Petroleum, like coal and natural gas, is a non renewable source of energy.",7537,3,"['where do we get petroleum as a resource', 'Today, petroleum is found in vast underground reservoirs where ancient seas were located. Petroleum reservoirs can be found beneath land or the ocean floor.', 'what is petroleum used for', 'Petroleum is used to make gasoline. It is also processed and part of thousands of different items, including tires, refrigerators, life jackets, and anesthetics']",3
what organ produces estrogen,Estrogen is produced mainly in the ovaries.,10560,5,"['what is the function of the endocrine system', 'The endocrine system is made up of glands that produce and secrete hormones, chemical substances produced in the body that regulate the activity of cells or organs.', 'what glands are there in the endocrine system', 'The major glands of the endocrine system are the hypothalamus, pituitary, thyroid, parathyroids, adrenals, pineal body, and the reproductive organs.', 'which reproductive organs are in the endocrine system', 'The reproductive organs in the endocrine system are the ovaries and testes.', 'what are the main hormones produced by the reproductive organs', 'The main reproductive hormones are estrogen and testosterone.']",4
how old is Eric Braeden,Eric Braeden is 78.,9730,4,"['who played billy abbott on young and the restless', 'Billy Abbott is currently portrayed by Jason Thompson on The Young and the Restless.', 'who created The Young and the Restless', 'The Young and the Restless is an American television soap opera created by William J. Bell and Lee Phillip Bell for CBS.', 'who plays victor newman on the young and the restless', 'Eric Braeden is a German-born American film and television actor, known for his roles as Victor Newman on the soap opera The Young and the Restless.']",5
Who appointed Tom Tancredo?,Tom Tancredo was appointed by President Ronald Reagan to be the regional representative in Denver for the Department of Education.,3984,7,"['Where was Tom Tancredo born?', 'Tom Tancredo was born in Denver, Colorado.', ""Who are Tom Tancredo's parents?"", 'Tom Tancredo was the son of Adeline and Gerald Tancredo.', ""What is special about Tom Tancredo's grand parents?"", ""All four of Tom Tancredo's grandparents emigrated from Italy."", 'Where did Tom Tancredo go to college?', 'Tom Tancredo graduated from the University of Northern Colorado with a degree in political science.', 'What did Tom Tancredo do after college?', 'After graduating from the University of Northern Colorado Tom Tancredo became eligible to serve in Vietnam in June 1969.', 'How long was Tom Tancredo serving in Vietnam?', 'Tom Tancredo never went. He went for his physical, telling doctors he had been treated for depression, and eventually got a 1-Y deferment.']",5
when was little debbie established,"McKee Foods Corporation, the maker of the Little Debbie Snacks, was established in 1928",7481,2,"['when did little debbie change the name of nutty bars', 'In November 2016, Little Debbie changed the name of the Nutty Bar. It is now known as Nutty Buddy.']",5
how long was ww2,World War 2 was 6 years and 1 day.,8513,2,"['when was the second world war took place', 'World War 2 happened 1 September 1939 – 2 September 1945.']",4
where did jørn utzon study,Jørn Utzon attended the Royal Danish Academy of Fine Arts from 1937 where he studied under Kay Fisker and Steen Eiler Rasmussen.,9007,5,"['when did the sydney opera house became a world heritage site', 'On 28 June 2007 the Sydney Opera House was included on the UNESCO World Heritage List under the World Heritage Convention', 'who is the architect of the sydney opera house', 'Jørn Utzon is most notable for designing the Sydney Opera House in Australia.', ""what are jørn utzon's other noteworthy works besides the sydney opera house"", ""Jørn Utzon's other noteworthy works include Bagsværd Church near Copenhagen and the National Assembly Building in Kuwait."", 'where did jørn utzon grow up', 'Jørn Utzon was born in Copenhagen, the son of a naval architect, and grew up in Aalborg, Denmark, where he became interested in ships and a possible naval career']",5
when was othello published,Othello is believed to have been written in 1603.,10306,4,"['who all dies at the end of othello', 'At the end of Othello, Desdemona, Emilia, Roderigo, and Othello himself are dead.', 'what is the full title of the play othello', 'Othello is short for The Tragedy of Othello, the Moor of Venice.', 'who wrote othello', 'Othello was written by William Shakespeare.']",4
What was ragtime music?,Ragtime is a musical style that enjoyed its peak popularity between 1895 and 1919. Its cardinal trait is its syncopated or ragged rhythm,923,3,"['What music did Scott Joplin rejuvinate?', 'Scott Joplin and his fellow ragtime composers rejuvenated American popular music, fostering an appreciation for African-American music among European-Americans by creating exhilarating and liberating dance tunes.', 'How much money did Scott Joplin die with?', 'Scott Joplin was penniless and disappointed at the end of his life']",5
who discovered the neutron,James Chadwick was a British physicist who was awarded the 1935 Nobel Prize in Physics for his discovery of the neutron in 1932.,10623,5,"['what is meant by force at a distance', 'Forces can be divided into those that act by direct contact, and those that that act at a distance, where there is no apparent physical contact between the objects.', 'what is an example of force at a distance', 'Magnetism, and electrical charge, and gravitation are examples of forces that act at a distance.', 'what is another type of force besides magnetism, electrical charge, and gravitation', 'Nuclear force is a force that acts between the protons and neutrons of atoms.', 'how was nuclear force discovered', 'The discovery of nuclear force happened when the discovery of the neutron in 1932 revealed that atomic nuclei were made of protons and neutrons, held together by an attractive force.']",4
Where is Myanmar located,"Myanmar is the largest country in mainland Southeast Asia. It's located at the northeast edge of Southeast Asia and borders Thailand, Laos, China, Tibet, India, and Bangladesh.",10261,3,"['when did burma change its name to myanmar', ""The official English name was changed by the country's government from the Union of Burma to the Union of Myanmar in 1989."", 'Where did the name Burma come from', 'Burma was the name that the British called their colony before 1948. This name most likely comes from Portuguese Birmania and was adopted by English in the 18th century.']",4
when was the song released,"The song Brenda's Got a Baby was released October 20, 1991.",8715,4,"[""who is the girl in the brenda's got a baby video"", ""Ethel Edy Proctor portrays Brenda in Brenda's Got a Baby."", 'who is featured on the song', ""The song Brenda's Got a Baby features R&B singer Dave Hollister singing background vocals with Roniece Levias."", 'what do the lyrics describe', ""The song Brenda's Got a Baby is about a 12-year-old girl named Brenda who lives in a ghetto and has a baby she can't support.""]",5
who does sean dyche manage,Sean Dyche is the manager of Premier League club Burnley,9055,2,"['who is the second longest serving manager in the premiership', 'Sean Dyche is the second longest English Premiere Manager']",5
were the navajo hunters,"Early Navajo were mobile hunters and gatherers; after moving to the Southwest, however, they adopted many of the practices of the sedentary, farming Pueblo Indians near whom they settled.",9886,4,"['when did the navajo arrive in the southwest', 'Anthropologists hypothesize that the Navajo split off from the Southern Athabaskans and migrated into the Southwest between 200 and 1300 A.D.', 'where did the navajo migrate to in the southwest', 'Between 900 and 1525 A.D. the Navajos developed a rich and complex culture in the area of present-day northwestern New Mexico.', 'what language did the navajo speak', 'The Navajo speak an Apachean language which is classified in the Athabaskan language family.']",4
What was Oppa Oppa?,"Oppa, Oppa is a digital single by Super Junior sub-group, Donghae&Eunhyuk.",1558,1,[],5
where is Amaravati being built,"Amaravati has been allotted space to be built on the southern banks of the Krishna river in Guntur district, within the Andhra Pradesh Capital Region.",9921,2,"[""what is the name of andhra pradesh's new capital"", 'Amaravati is a proposed, planned capital city in the Indian state of Andhra Pradesh.']",5
How did Lunalilo win?,"The popular vote was held on January 1, 1873 and Lunalilo won by an overwhelming majority.",5234,5,"['What happened early in the election?', 'King Kamehameha V, the last of the Kamehameha kings, died without naming a successor. A new king would be elected by the legislature from the eligible Hawaiian royals still alive.', 'How was Lunalilo selected as king of Hawaii?', 'The popular vote was held on January 1, 1873 and Lunalilo won by an overwhelming majority.', 'Was Lunalilo selected by the legislature?', 'The week after the popular vote, the legislature unanimously voted Lunalilo king.', 'Who was Lunalilo against in the election for king of Hawaii?', 'Lunalilo went against the other candidate David Kalākaua.']",5
how many states surround missouri,Missouri is one of the few states encompassed by more than six other states.,8160,2,"['what region of the country is missouri in', 'Known as the Show Me State, Missouri is part of the Midwestern Region of the United States.']",5
what does ATP consist of,As the name suggests the ATP-PC system consists of adenosine triphosphate and phosphocreatine.,9744,2,"['lactic acid production would be the fate of which energy system', 'the ultimate fate of the lactate is oxidation to ATP']",5
when did lucifer premier,"Lucifer premiered January 25, 2016.",10005,3,"['in the show lucifer who is his father', ""Lucifer Morningstar's father is God."", 'who voices god from lucifer', 'In the TV show Lucifer God is portrayed by Dennis Haysbert.']",4
does yogurt contain lactic acid,"Yogurt is a product of the acidic fermentation of milk. The lactose in the milk is converted to lactic acid, which lowers the pH.",9744,5,"['lactic acid production would be the fate of which energy system', 'the ultimate fate of the lactate is oxidation to ATP', 'what does ATP consist of', 'As the name suggests the ATP-PC system consists of adenosine triphosphate and phosphocreatine.', 'what does ATP do', 'This energy system provides immediate energy through the breakdown of these stored high energy phosphates.', 'how does lactic acid produce ATP', 'Lactic acid fermentation makes ATP in the absence of oxygen by converting glucose to lactic acid.']",5
Did Faith Hill tour?,Faith Hill's Soul2Soul II Tour 2006 with McGraw became the highest-grossing country tour of all time.,2739,6,"[""What was Faith Hill's first country album?"", 'Take Me as I Am is the debut studio album by country singer Faith Hill.', 'What was a single from the Take Me as I Am?', ""The first single from Faith Hill's Take Me as I am is Wild One."", 'Was the song Wild One from Take Me as I am a success?', ""Hill's rendition was also her first Number One, spending the first four chart weeks of 1994 at the top of the Billboard Hot Country Singles & Tracks chart."", 'Did the Faith Hill album Take Me as I am perform well?', 'Take Me as I am has been certified 3× platinum in the United States for shipments of three million copies.', 'Did Faith Hill write her own songs?', 'Faith Hill performs songs other people wrote.']",5
where is vi lyles from,"Vi Lyles was raised in Columbia, South Carolina.",8683,4,"['who is winning the mayoral race in charlotte nc', 'Incumbent Vi Lyles won in the general election for Mayor of Charlotte on November 5, 2019.', 'which political party does vi lyles belong to', 'Vi Lyles is a member of the Democratic Party.', 'what did vi lyles do before she was mayor of charlotte nc', 'Vi Lyles was a member of the Charlotte City Council before taking office as mayor.']",5
where is om birla from,"Om Birla was born in Kota, Rajasthan, India.",7856,4,"['the speaker of lok sabha in india is elected by whom', 'The speaker is elected generally in the first meeting of the Lok Sabha following general elections', 'who is the incumbent Speaker of the Lok Sabha', 'Om Birla is the incumbent speaker of the lok sabha', 'when did om birla take office as speaker of the lok sabha', 'Om Birla has been speaker of the Lok Sabha since 19 June 2019']",5
What is peerage?,A peerage is a legal system historically comprising various hereditary titles.,6950,1,[],4
who poisoned Alexander Litvinenko?,Alexander Litvinenko met with two former agents early on the day he fell ill – Dmitry Kovtun and Andrei Lugovoy.,1335,2,"['How was Alexander Litvinenko poisoned?', ""Alexander Litvinenko's illness was later attributed to poisoning with radionuclide polonium-210 after the Health Protection Agency found significant amounts of the rare and highly toxic element in his body.""]",5
Was Celine Dion bullied?,"Dion was bullied at school and called Vampire, owing to her teeth and skinny frame. Local tabloids even dubbed her Canine Dion in the teenage years of her career.",4311,3,"['Where was Celine Dion born?', 'Dion was born in Charlemagne, Quebec, the youngest of 14 children of Thérèse (née Tanguay)(b.1927), a homemaker, and Adhémar Dion (1923–2003), a butcher, both of French-Canadian descent.', ""What was Celine Dion's childhood like?"", 'Celine Dion was raised a Roman Catholic in a poor, but, by her own account, happy home in Charlemagne.']",5
who wrote the bible,"Many people contributed to the Bible. In fact, the Bible is a diverse collection of writings from about 40 main contributors—30 in the Old Testament and 10 in the New.",9912,3,"['how did we get chapters and verses in the bible', 'When the books of the Bible were originally written, there were no such things as chapters or verses. The divisions were added to the Bible for the sake of convenience.', 'when did the chapter divisions in the bible originate', 'The divisions of individual books of biblical scripture into smaller sections began as early as the fourth century A.D. Codex Vaticanus, a fourth century Greek manuscript, used paragraph divisions.']",4
Does Planetshakers tour?,"Planetshakers tours annually to the US, UK, Europe, South Africa, Asia, South America, Australia and New Zealand.",10428,4,"['who sings the song this is our time', 'This Is Our Time is preformed by Planetshakers.', 'Where is the band Planetshakers from?', 'Planetshakers formed in Adelaide, Australia for the first Planetshakers Conference in 1997. They are now based in Melbourne at Planetshakers Church.', 'What denomination is the Planetshakers church?', 'Planetshakers Church is an evangelical Christian Pentecostal megachurch adult and youth movement.']",4
where was canaan,"Canaan was located in the Levant region of present-day Lebanon, Syria, Jordan, and Israel.",9781,4,"['where is the land of goshen in egypt', 'The Land of Goshen was located in the eastern Delta of the Nile, lower Egypt.', 'was the land of goshen in egypt in the bible', 'The Land of Goshen is named in the Bible as the place in Egypt given to the Hebrews by the pharaoh of Joseph.', 'were there any other references to the land of goshen in the bible besides being the place in Egypt given to the Hebrews by the pharaoh of Joseph', 'The Land of Goshen was also the land from which the Hebrews later left Egypt at the time of the Exodus.']",3
who makes up a jury,"A jury is a sworn body of people convened to render an impartial verdict officially submitted to them by a court, or to set a penalty or judgment.",10733,3,"['how many jury members in a criminal trial', 'In criminal cases involving serious felonies there are usually 12 jurors.', 'how many jury members are there in a civil case', 'In civil cases many trials require fewer than twelve jurors.']",5
