Question,Answer,Conversation#,Turn#,Context,Question Length
Was there another battle after the Battle of Uhud?,The two armies would meet again at the Battle of the Trench which caused the Meccans opposing Muhammad to lose their trade and much of their prestige.,10060,3,"['who led the quraish at the battle of uhud', 'The Battle of Uhud occurred between a force led by the Islamic prophet Muhammad, and a force led by Abu Sufyan ibn Harb.', ""What's the importance of the Battle of Uhud?"", 'For the Muslims, the battle was a significant setback as many were killed, and Muhammad himself was badly injured.']",10
What occurred during the feud between Carlton Fisk and Thurman Munson?,"Carlton Fisk kicked Munson off him and into the air, and swiped at him with his fist. Fisk threw Michael down with his left arm and fell to the ground.",2819,3,"['Who does Carlton Fisk have a feud with?', 'Carlton Fisk was known for his longstanding feud with New York Yankees catcher Thurman Munson.', 'What caused the feud between Carlton Fisk and Thurman Munson?', ""Munson, attempting to score on Gene Michael's missed bunt attempt, barreled into Carlton Fisk, triggering a 10-minute bench-clearing brawl in which both catchers were ejected.""]",12
"Then what happened, after Penny and Raj slept together on The Big Bang Theory?","When Penny and Raj emerged from Leonard's bedroom, the others saw them and Penny said It's not what it looks like.",10291,4,"['who does penny sleep with on the big bang theory', 'On The Roommate Transmogrification, Raj and Penny slept together.', ""Who's Raj on The Big Bang Theory?"", 'Rajesh Ramayan Koothrappali, Ph.D. is a fictional character on the CBS television series The Big Bang Theory, portrayed by British Indian actor Kunal Nayyar.', 'Why did Penny sleep with Raj on The Big Bang Theory?', 'Penny and Raj become intoxicated and, despite agreeing to remain good friends, end up in bed together.']",16
When was Good Luck Charlie broadcast?,"Good Luck Charlie originally aired on Disney Channel from April 4, 2010, to February 16, 2014.",10102,4,"['who plays kaz in lab rats elite force', 'Bradley Steven Perry is an American actor who plays Kaz in Lab Rats: Elite Force.', 'Is Bradley Steven Perry in works other than Lab Rats: Elite Force?', 'Bradley Steven Perry is known for his role as Gabe Duncan on the Disney Channel family sitcom Good Luck Charlie.', 'What is the premise of the sitcom Good Luck Charlie?', 'Good Luck Charlie focuses on the Duncan family of Denver as they adjust to the births of their fourth and fifth children, Charlotte Charlie and Toby.']",7
Did Tippi Hedren divorce Luis Barrenechea?,Tippi Hedren and Luis Barreneche divorced in 1995.,2281,8,"['Was Tippi Hedren married?', 'In 1952, Tippi Hedren met and married 18-year-old future advertising executive Peter Griffith.', 'Did Tippi Hedren have any children?', ""Tippi Hedren's and Peter Griffith's daughter, actress Melanie Griffith, was born on August 9, 1957."", ""When was Tippi Hedren's daughter, Melanie Griffith born?"", 'Melanie Griffith was born on August 9, 1957.', 'When did Tippi Hedren get a divorce the first time?', 'Tippi Hedren and Peter Griffith were divorced in 1961.', 'Did Tippi Hedren remarry after Peter Griffith?', 'On September 22, 1964, Tippi Hedren married her then-agent Noel Marshall.', 'Did Tippi Hedren divorce Noel Marshall?', 'Tippi Hedren and Noel Marshall divorced in 1982.', 'Did Tippi Hedren remarry after Noel Marshall?', 'In 1985, Tippi Hedren married steel manufacturer Luis Barrenechea.']",7
where did the concept of the eternity ring come from,The concept of the diamond eternity ring was created in the 1960s by diamond merchant De Beers to avoid stockpiling of small diamonds.,9380,2,"['when do you give an eternity ring to your wife', 'An eternity ring is usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 10 or more years of marriage.']",10
did Faith Hill get the part of  backup singer for Reba McEntire?,"In her early days in Nashville, Faith Hill auditioned to be a backup singer for Reba McEntire, but failed to secure the job.",2740,7,"['where was Faith Hill born?', 'Faith Hill was born in Ridgeland, Mississippi, north of Jackson, Mississippi.', 'when was Faith Hill born?', 'Faith Hill was born September 21, 1967.', 'who were Faith Hill parents?', 'Faith Hill was adopted as an infant by Edna and Ted Perry.', 'did Faith Hill have any siblings?', ""Faith Hill's adoptive parents, Edna and Ted Perry, raised her with their two biological sons."", 'where did Faith Hill go to school?', 'Faith Hill graduated from McLaurin Attendance Center in 1986, and briefly attended college at Hinds Junior College.', 'what did Faith Hill do after school?', 'At age 19 Faith Hill quit school to move to Nashville and pursue her dream of being a country singer.']",13
"What band was Billy Corgan in in St. Petersburg, Florida?","Not finding the Chicago music scene to his liking, Billy Corgan moved from Chicago to St. Petersburg, Florida in 1985 with his first major band, The Marked.",1258,6,"['Where did Billy Corgan grow up?', ""Billy Corgan was born in Chicago's Lincoln Park neighborhood. After his father, William Corgan Sr. remarried, Corgan and his brother went to live with them in Glendale Heights, Illinois."", 'Where did Billy Corgan attend school?', 'Billy Corgan attended Glenbard North High School in Carol Stream, Illinois.', 'Did Billy Corgan attend college or did he just go out to start a career in music?', 'Despite grant and scholarship offers from a number of schools, and a tuition fund left by his grandmother, Billy Corgan decided to pursue music full-time.', 'Was Billy Corgan the only child or did he have siblings?', 'Billy Corgan parents had one more son, Ricky.', 'When Billy Corgan was set to do music full time what was his first step?', 'Not finding the Chicago music scene to his liking, Billy Corgan moved from Chicago to St. Petersburg, Florida in 1985 with his first major band, The Marked.']",12
What was Jeff Bagwell's overall play stats through out his career?,"Overall, Bagwell batted over .300 six times, had a career OBP of .408 and a slugging percentage of .540.",3977,4,"[""How important was Jeff Bagwell's role in the Houston Astros?"", ""In spite of the unexpected detour early in Jeff Bagwell's professional baseball career, he blossomed in Houston, becoming one of the most accomplished players in Astros franchise history."", ""Were there ever any conflicts in Jeff Bagwell's career?"", 'Eligible for induction into the Baseball Hall of Fame for the first time in 2011, speculation abounded on the premise that Jeff Bagwell used performance-enhancing drugs.', 'Did Jeff Bagwell have a wife and children?', 'Jeff Bagwell is married to Rachel Bagwell, his third wife, with whom he has five children in a blended family.']",13
What type of music did James Brown's Toccoa Band play?,James Brown's Toccoa Band left gospel behind for r&b,75,5,"['How did The Famous Flames first get together?', 'By 1955, after seeing a performance by Little Richard, the The Famous Flames group left gospel behind and again changed their name, to The Flames.', 'What was the original name of The Famous Flames?', 'The original name for The Famous Flames was called the Swanees, a group he formed while at the detention center', 'Who was in the detention center and formed The Famous Flames?', 'While at the detention center, Brown formed a group called the Swanees, which included Johnny Terry.', 'What were some songs The Famous Flames performed at the beginning of their career?', ""The Famous Flames began performing their own songs during this time including a James Brown composition called Goin' Back to Rome and Please, Please, Please.""]",12
what was religion like during the golden age in china,"Buddhism became a very popular religion throughout China. However, near the end of the dynasty, the rulers made Confucianism the national religion and banned all other religions.",9362,5,"['when did the golden age of china end', 'In 907 the dynasty came to an end when a general named Zhu Wen removed the last Tang emperor and took power.', 'which dynasty was the golden age of china', ""The Song dynasty follows the Tang and the two together constitute what is often called China's Golden Age.“"", 'why was the tang dynasty called the golden age', 'During the Tang rule China experienced a time of peace and prosperity that made it one of the most powerful nations in the world.', 'what are some accomplisments of the golden age in china', 'The use of paper money, the introduction of tea drinking, and the inventions of gunpowder, the compass, and printing.']",10
Did American band Exile have any major changes during the time of the Mixed Emotions album?,"Numerous personnel changes took place in 1979. Perhaps most significantly, Jimmy Stokley left Exile that year, forcing remaining members to search for a new lead singer.",466,8,"[""What was the name of American band Exile's first released single?"", 'In 1977, Exile released the single Try it On on Atco Records, and it became a minor hit.', 'What did American band Exile do before they released Try it on?', 'The Exiles shortened their name to Exile in 1973 and released their eponymous debut album through Wooden Nickel Records that same year.', ""What was American band Exile's name before they shortened it?"", ""The band Exile's original name was The Exiles."", 'Did American band Exile have an album after try it on?', 'Produce Mike Chapman and Exile decided to collaborate and together they produced the Mixed Emotions album on Warner/Curb Records.', ""Was American band Exile's Mixed Emotions album a success?"", ""Exile's Mixed Emotions album received Gold Certification."", ""Did American band Exile's single Kiss You All Over from the Mixed Emotions album ever reach number one?"", ""Exile's single Kiss You All Over remained on the chart for seventeen weeks and was No. 1 for four weeks in September. It was a best-seller for six months."", 'Did American band Exile have any other releases from that album besides the single Kiss You All Over?', ""Exile's follow up single, You Thrill Me, also from the Mixed Emotions LP did not fare as well, although it did reach the Top 40 for one week.""]",17
What did Alexander Graham Bell invent?,dehusking machine,3878,2,"['How old was Alexander Graham Bell when he made his first invention?', '12']",7
Did Lee Ann Womack win any awards for her 1997 album?,Lee Ann Womack's 1997 album won Top New Female Vocalist from the Academy of Country Music Awards and Top Artist of the Year from Billboard Magazine.,7235,5,"['What happened in 1997 to Lee Ann Womack?', 'Lee Ann Womack released her self-titled debut album in May 1997.', 'What is the 1997 Lee Ann Womack album titled?', 'Lee Ann Womack is the debut studio album from country singer Lee Ann Womack.', 'What is a single that was on the 1997 Lee Ann Womack album?', ""A Lee Ann Womack hit that appeared on the Billboard Hot Country Singles chart was You've Got to Talk to Me at number 2."", 'Did Lee Ann Womack receive positive recognition for the 1997 album?', 'That year Lee Ann Womack won major awards from the country music community.']",12
what does america spend its military budget on,"The American military budget pays the salaries, training, and health care of uniformed and civilian personnel, maintains arms, equipment and facilities, funds operations, and develops and buys new items",9082,1,[],8
When did Thabo Mbeki arrive in Botswana?,Thabo Mbeki was deployed to Botswana in 1973 to facilitate the development of an internal underground,3998,8,"['When did Thabo Mbeki arrive in Lusaka?', 'Together with Oliver Tambo, Thabo Mbeki left London for Lusaka in April 1971', 'Why did Thabo Mbeki go to Lusaka?', ""Thabo Mbeki went to Lusaka to take up the position of assistant secretary of the ANC's Revolutionary Council"", 'Did Thabo Mbeki enjoy his time in Lusaka?', 'This was the first time in nine years that Thabo Mbeki was setting foot on African soil.', ""What was Thabo Mbeki's mission in Lusaka?"", 'The aim of the RC at this time was to bridge an ever-widening gap between the ANC in exile and the people back home.', 'What did Thabo Mbeki do while in Lusaka?', ""Thabo Mbeki moved over to work in the ANC's propaganda section. But he continued to attend RC meetings."", 'What was a career highlight while Thabo Mbeki was in Lusaka?', ""Four months after his arrival in Lusaka, Thabo Mbeki travelled to Beichlingen to deliver a speech on behalf of the ANC's Executive Committee at the YSS summer school."", ""Was the outcome good of Thabo Mbeki's speech on behalf of the ANC's Executive Committee at the YSS summer school good?"", ""This was a turning point in Thabo Mbeki's life as it was the first time he spoke on behalf of the ANC as opposed to the ANC Youth League.""]",8
where was maslow's hierarchy of needs published?,Maslow's hierarchy of needs was published in his 1943 paper A Theory of Human Motivation in Psychological Review.,8121,3,"[""a person's evaluation about his or her own worthiness is called"", ""A person's evaluation about his or her own worthiness is called self-esteem."", ""where is esteem on maslow's hierarchy of needs?"", ""Self esteem comes before self actualization or second from the top of Maslow's pyramid.""]",9
is northern ireland a part of the united kingdom,"The United Kingdom of Great Britain and Northern Ireland, since 1921 comprises four countries: England, Scotland, and Wales and Northern Ireland.",8962,1,[],9
Did Scarlett Johansson record songs after singing the track Summertime for Unexpected Dreams?,"In May 2008, Johansson released her debut album Anywhere I Lay My Head, which consists of one original song and ten cover versions of Tom Waits songs.",6909,2,"['When did Scarlett Johansson start in music?', 'In 2006, Johansson sang the track Summertime for Unexpected Dreams – Songs From the Stars, a non-profit collection of songs recorded by Hollywood actors.']",14
When did Paul Bowles die?,"Paul Bowles died of heart failure on November 18, 1999.",5314,4,"['What did Paul Bowles do in 1974?', ""After Jane Bowles' death, on 4 May 1973 in Málaga, Spain, Paul Bowles continued to live in Tangier."", 'What did Paul Bowles do in Tangier?', 'Paul Bowles wrote regularly and received many visitors to his modest apartment.', 'What did Paul Bowles write in his later years of 1974–1995?', 'In 1982 Paul Bowles published Points in Time. Divided into eleven parts, the work consists of untitled story fragments, anecdotes, and travel narratives.']",6
Did Flavor Flav star with anybody in the Farm?,"Flavor Flav starred with Keith Harris & Orville the duck, Mikey Green, Emma Noble, Dave Morgan, Ron Jeremy, Emma B, Lionel Blair, Charlene Tilton, and Cicciolina, in the Farm.",6361,4,"['What media appearances did Flavor Flav make?', ""Flavor Flav appeared in Taking Back Sunday's music video for their song You're So Last Summer. Flav was a playable fighter in the 2004 Def Jam: Fight for NY"", 'Did Flavor Flav appear on TV shows as well as music videos and video games?', 'In May 2005, Flavor Flav took part in the UK reality TV show The Farm on Channel 5.', ""What was Flavor Flav's role on the Farm?"", 'Flavor Flav was one of ten celebrity contestants in the Series two of the Farm.']",10
What is Brimstone to the Police?,"In 1982, Sting furthered his acting career by co-starring in the Richard Loncraine film Brimstone and Treacle.",2971,8,"['What was ghost in the machine for The Police?', ""The Police's fourth album, Ghost in the Machine, co-produced by Hugh Padgham, was recorded at Air Studios on the Caribbean island of Montserrat"", 'How did the album, Ghost in the Machine, by the Police sound?', ""The Police's fourth album, Ghost in the Machine, featured thicker sounds, layered saxophones, and vocal textures."", ""What singles were released from The Police's fourth album, Ghost in the Machine?"", ""The Police's fourth album, Ghost in the Machine, spawned the hit singles Every Little Thing She Does Is Magic, UK No. 1, Invisible Sun, and Spirits in the Material World."", 'Did Every Little Thing She Does Is Magic by The Police get on the charts?', ""The hit single off of the album, Ghost in the Machine, Every Little Thing She Does Is Magic, was The Police's fourth UK No. 1"", ""Were there other hits off of The Police's fourth album, Ghost in the Machine, besides Every Little Thing She Does Is Magic?"", 'Invisible Sun is a song by rock group The Police. It was the first single from the album Ghost in the Machine; it reached No. 2 on the official chart.', 'Did The Police follow Invisible Sun up with another hit?', 'Spirits in the Material World a single by The Police, was released as a single in 1981 and reached No. 12 in the UK and No. 11 in the US', 'Did The Police win any awards for their fourth album, Ghost in the Machine?', 'At the 1982 Brit Awards in London, the Police received the award for Best British Group.']",7
What makes Dion Dublin a legend in Coventry City Football Club?,Dion Dublin equalled the Coventry City record for most goals in a top division season with 23 goals in all competitions.,360,2,"['Where is Coventry City Football Club?', 'Coventry City Football Club is a professional football club based in Coventry, West Midlands, England']",12
how did the people celebrate the final tram,"The final tram was celebrated by the tram being illuminated by 800 lights, accompanied by local grandees and with several tens of thousands of local people along the path.",8843,2,"['when did the last tram run in hull', 'The final tram ran on 30 June 1945.']",8
How many championships did Rocky Graziano win?,At age 18 Rocky Graziano won the Metropolitan A.A.U. welterweight championship. In 1947 he became world middleweight champion.,3841,3,"['When did Rocky Graziano begin his professional career?', 'As he grew older and seeing no other way to raise his standard of living, Rocky Graziano signed a few boxing contracts.', 'Did Rocky Graziano have a professional boxing career?', 'Rocky Graziano signed a few boxing contracts, but the rigors of training disinterested him.']",8
who sang the songs in the new beauty and the beast,How Does a Moment Last Forever“ is sung by Emma Watson in the 2017 film Beauty and the Beast. Celine Dion's version plays over the film's ending credits.,10382,1,[],11
Did Fred Hampton's family move to Chicago as well?,Yes,5838,6,"['When did Fred Hampton first go to Chicago?', '1967', 'What party did Fred Hampton join?', 'Black Panther Party', 'Was the nonaggression pack honored?', 'Yes', 'What part of Chicago did Fred Hampton live in?', 'Maywood']",11
Did William Randolph Hearst inherit from his father?,"William Randolph Hearst inherited timber and mining interests and a 240,000 acres ranch at San Simeon, California, from his father.",925,3,"['What was William Randolph Hearts first interested in?', 'William Randolph Hearst was particularly interested in the newly emerging technologies relating to aviation and had his first experience of flight in January 1910, in Los Angeles.', ""Why were John and Jacqueline Kennedy at one of William Randolph Hearst's homes?"", ""According to Hearst Over Hollywood, John and Jacqueline Kennedy stayed at William Randolph Hearst's The Bevery House for part of their honeymoon.""]",9
What other album did Lady Antebellum release besides Own the Night?,Another Lady Antebellum album is On This Winter's Night.,2442,6,"['What is own the night?', 'Own the Night is the third studio album by the American country music trio Lady Antebellum.', 'Did the song  We Owned the Night perform well?', 'The song peaked at 31 on the US Billboard Charts.', 'What was another single off the album Own the Night?', ""Another single is Dancin' Away with My Heart."", ""Did the song Dancin' Away with My Heart chart?"", ""Dancin' Away with My Heart debuted at number 57 on the U.S. Billboard Hot Country Songs chart for the week of December 24, 2011."", 'Did Lady Antebellum collaborate with anyone?', ""Lady Antebellum's song Need You Now was written in collaboration with the artist busbee.""]",12
And how was Edmund Hillary's married life with Louise Mary Rose?,Edmund Hillary admitted he was terrified of proposing to her and relied on her mother to propose on his behalf.,5855,2,"[""What was Edmund Hillary's personal life like?"", 'Edmund Hillary married Louise Mary Rose on 3 September 1953, soon after the ascent of Everest']",13
How often has Brazil's team placed in the World Cup finals,"Brazil is the most successful national team in the history of the World Cup, having won five titles, earning second-place, third-place and fourth-place finishes twice each.",10253,4,"['what group is brazil in the world cup', 'Brazil was in group E in the last World Cup of 2018', 'What other soccer teams were in group E of the 2018 World Cup', 'Group E of the 2018 FIFA World Cup took place from 17 to 27 June 2018. The group consisted of Brazil, Switzerland, Costa Rica, and Serbia.', 'What soccer team in group E of the FIFA World Cup moved up to the next round', 'Brazil ensured qualification, and also top spot, with a 2-0 win over Serbia thanks to goals from Paulinho and Thiago Silva. Brazil secured 7 points in group E.']",12
What roles did Danny DeVito play on television?,"Danny Devito has played Louie de Palma on Taxi, SNL, Friends, and It's Always Sunny in Philadelphia",6590,1,[],9
did something happen in 1986 that caused Dick Williams to retire from playing?,"The Padres fell to third in 1985, and Dick Williams was let go as manager just before 1986 spring training.",6502,2,"[""What was Dick Williams' final season in uniform?"", 'Dick Williams was fired on June 8, 1988 with Seattle 23–33 and in sixth place. It would be his last major-league managing job.']",14
Who created the show Only Fools and Horses,Only Fools and Horses was created by John Sullivan.,9580,3,"[""who played cassandra's mum in only fools and horses"", ""Wanda Ventham is an English actress, known primarily for her recurring role as Cassandra Trotter's mother Pamela Parry in the sitcom Only Fools and Horses between 1989 and 1992."", 'How long did Only Fools and Horses run', 'Seven series were originally broadcast on BBC One in the United Kingdom from 1981 to 1991, with sixteen sporadic Christmas specials aired until the end of the show in 2003.']",8
where in europe were the motte and bailey castles,"Motte and Bailey castles were built across northern Europe  spreading from Normandy and Anjou in France, into the Holy Roman Empire.",8539,4,"['where did the normans build castles and what did their castles look like', 'Norman barons built timber castles on earthen mounds, beginning the development of motte-and-bailey castles.', 'can you tell me more about the motte and bailey castles', 'A motte and bailey castle is a fortification with a wooden or stone keep situated on a raised area of ground called a motte, accompanied by a courtyard, or Bailey.', 'why are the motte and bailey  castles popular for normans', 'Motte and bailey castles were relatively easy to build with unskilled labour, but still militarily formidable.']",9
which high school musical movie was the what time is it song in,What Time Is It? is the opening musical number and first single from the Disney Channel Original Movie High School Musical 2.,9352,4,"['who plays the teacher in high school musical', 'Alyson Reed portrays Ms. Darbus, the stern drama teacher at East High.', 'how old is Alyson Reed', 'Alyson Reed is 62 years old.', 'is Alyson Reed in any other movies besides High School Musical', ""Alyson Reed was in episodes of Desperate Housewives, Mad Men, Bones, and Grey's Anatomy.""]",13
when did abby lockhart become a series regular in er,Abby Lockhart became a regular character in February 2000 as a third-year medical student beginning her ER rotation.,9488,4,"['what episode of er does carol have her babies', 'Great Expectations is the eighth episode of the sixth season of ER. It has Carol Hathaway going into labor complications while on an El train on Thanksgiving.', 'when did the er episode great expectations air', 'The ER episode Great Expectations first aired on NBC on November 25, 1999.', 'what character was introduced in the er episode great expectations', 'The ER episode Great Expectations is also the first appearance of Maura Tierney as O.B. nurse Abby Lockhart as she helps Carol on her delivery.']",10
Did Dan Rather ever win any awards related to the Killian files reporting?,No.,3848,7,"[""What is Dan Rather's connection to the Killian documents?"", 'Dan Rather reported that a series of memos critical of President George W. Bush had been in the personal files of Lt. Col. Jerry B. Killian.', 'What were the Killian documents Dan Rather reported about?', ""A series of memos critical of President George W. Bush's Texas Air National Guard service record."", 'What was in the Killian files which Dan Rather reported about?', ""The documents claimed that Bush had disobeyed orders while in the Guard, and that undue influence had been exerted on Bush's behalf to improve his record."", 'Were there other things in the Killian files besides critical memos of President Bush?', 'A note of a telephone conversation with Bush in which Bush sought to be excused from drill.', 'What happened after Dan Rather reported on the Killian files?', 'Dan Rather left the anchor desk.', 'Was the Killian files authenticity ever confirmed?', 'No generally recognized document experts have positively authenticated the memos.']",14
why did Brad Delp kill himself?,The reason for Brad Delp's suicide has been the subject of contradictory news reports and lawsuits.,5478,2,"['what was the death of brad delp?', 'On March 9, 2007, lead singer Brad Delp committed suicide at his home in Atkinson, New Hampshire.']",7
Did Pablo Escobar have people working for him?,Pablo Escobar had his drug cartel,7245,3,"['What drug did Pablo Escobar distribute?', 'Pablo Escobar distributed cocaine', 'Where did Pablo Escobar distribute the Cocaine?', 'Pablo Escobar distributed cocaine into the United States']",9
when's the release date of the 2017 film wonder woman,The film Wonder Woman was released 2 June 2017,7851,5,"['who is the actor that plays wonder woman', 'The 2017 film Wonder Woman stars Gal Gadot in the title role.', 'Who plays steve trevor in the 2017 film wonder woman', 'Chris Pine plays Capt. Steve Trevor in the 2017 film Wonder Woman.', 'who directs the 2017 film wonder woman', 'The 2017 film Wonder Woman is directed by Patty Jenkins.', ""what's the plot of the 2017 film wonder woman"", 'In the 2017 film Wonder Woman, the Amazon princess Diana sets out to stop World War I, believing the conflict was started by the longtime enemy of the Amazons, Ares.']",11
Was there a lot of press coverage of Jenner?,"Tony Kornheiser of The New York Times: [Caitlyn] Jenner is twirling the nation like a baton. He and wife, Chrystie, are so high up on the pedestal of American heroism“",6156,6,"['What is Caitlyn Jenner most known for, impact wise?', 'After winning the Olympics, Caitlyn Jenner took an American flag from a spectator and carried it during the victory lap, starting a tradition that is now common among winning athletes.', 'What gender was Caitlyn Jenner when they last competed?', ""Caitlyn Jenner had dealt with gender dysphoria since her youth and that, for all intents and purposes, I'm a woman.“"", 'How much impact did Caitlyn Jenner have?', 'As a result of winning the Olympic decathlon, Jenner became a national hero', 'Did Caitlyn Jenner win an award or title because of their success in winning the Olympic decathlon?', 'Caitlyn Jenner received the James E. Sullivan Award as the top amateur athlete in the United States', 'Why didCaitlyn Jenner stop competing after the Olympics?', 'Caitlyn Jenner stated I made the decision that I would go four years and totally dedicate myself to what I was doing, and then I would move on“']",10
Did Guy Carleton hold any positions after his time in the House of Lords?,Guy Carleton left for Canada again on 18 August 1793 to resume his duties there.,1332,6,"['Where did Guy Carleton reside post-war?', 'Quebec', 'What did Guy Carleton do in Quebec?', 'Guy Carleton was appointed Governor-in-chief.', 'Did Guy Carleton do anything notable while Governor-in-chief?', 'Guy Carleton was mostly ignored.', 'What did Guy Carleton do after his position as Governor-in-chief?', 'Guy Carleton was raised to the Peerage in August 1786 as Lord Dorchester, Baron of Dorchester in the County of Oxford.', 'How long was Guy Carleton in Quebec?', 'Until 1792']",15
what is antigone and deaf to our prayers?,Antigone and Deaf to Our Prayers are albums by Heaven Shall Burn,3995,1,[],9
when did aircraft carriers start using catapults,"An aircraft was launched from a ship by catapult for the first time on November 5, 1915.",8307,2,"[""what types of catapults are used in today's society"", 'Aircraft carrier catapults are the most often used in modern times aside from classic catapults used by physics teachers in education.']",7
Did the band members of Dead Kennedys win the lawsuit against Jello Biafra?,"In May 2000, a jury found Jello Biafra and Alternative Tentacles guilty of malice, oppression and fraud.",2110,7,"['What year was the first lawsuit for Jello Biafra?', 'In October 1998, three former members of the Dead Kennedys sued Jello Biafra for nonpayment of royalties.', 'How did the first lawsuit for Jello Biafra end?', 'In May 2000, a jury found Jello Biafra and Alternative Tentacles guilty of malice, oppression and fraud.', 'What was the name of the record label that was also found guilty in May 2000?', 'The record label is called Alternative Tentacles.', 'When did the band Dead Kennedys have a reunion?', 'In 2001, the band Dead Kennedys reformed without Jello Biafra; various singers have since been recruited for vocal duties.', 'What were the names of the former members of the Dead Kennedys that sued Biafra?', 'The names of the former members of the Dead Kennedys that sued Biafra are East Bay Ray, Klaus Flouride, and D.H. Peligro.', 'What did East Bay Ray, Klaus Flouride, and D. H. Peligro ask for in the lawsuit against Jello Biafra?', 'In October 1998, three former members of the Dead Kennedys sued Biafra for nonpayment of royalties.']",14
what did leo do as a whitelighter in Charmed,Leo was a guardian angel to the three sisters as they grew in their power.,8802,3,"['when does leo come out as a whitelighter', 'Leo comes out as Whitelighter in the Charmed  episode Blinded by the Whitelighter.', 'what is a whitelighter', 'A whitelighter is a guardian angel and mentor in all things magical']",9
was the Danish/Swedish crime drama The Bridge cancelled?,"When the fourth series started broadcasting on 1 January 2018 in the Nordic countries, Rosenfeld confirmed that this is the final series.",7968,3,"['when is the danish/swedish crime drama the bridge series 4 on bbc 2?', 'There are no upcoming broadcasts of The Bridge.', 'can I watch Danish/Swedish crime drama The Bridge Series 4 on BBC iPlayer?', 'The series is not available on BBC iPlayer.']",9
What other radio work has Harry Shearer done?,"In 2006 Shearer appeared with Brian Hayes in four episodes of the BBC Radio 4 sitcom Not Today, Thank You, playing Nostrils, a man so ugly he cannot stand to be in his own presence.",3133,5,"['What was Le Show?', 'Le Show is a weekly syndicated public radio show hosted by satirist Harry Shearer.', 'How long did Le Show run?', 'December 3, 1983 – present', 'When did Harry Shearer start Le Show?', '1983', 'Where does Le Show broadcast?', 'KCRW (1983–April 14, 2013)WWNO (April 21, 2013-present)/KCSN (July 14, 2013–present)']",9
How long has Rogers Morton been in congress?,"Morton was re-elected to Congress four more times, and served from 1963 until 1971.",4436,4,"['When did Rogers Morton start his career in congress?', 'Rogers Morton was re-elected to Congress four more times, and served from 1963 until 1971.', 'What state was Rogers Morton elected to congress from?', 'Rogers Morton served as a member of the U.S. House of Representatives from Maryland.', 'What state is the Assateague Island national park located?', 'Assateague State Park is a public recreation area in Worcester County, Maryland.']",9
Was L'Espirit Nouveau Pavillion a painting by Le Corbusier?,Pavilion built by Le Corbusier for the 1925 Paris International Exhibition of Modern Decorative and Industrial Arts.,3864,3,"[""What is Le Corbusiers L'Espirit Nouveau Pavillion?"", 'A collaborative project between Le Corbusier, Amédée Ozenfant and his cousin Pierre Jeanneret.', ""What is the translation of the name L'Espirit Nouveau Pavillion?"", 'The new spirit pavilion']",10
What did this mean to the people making the animal style art?,"After Christianization, Migration Period art developed into various schools of Early Medieval art",4852,2,"['What do art historians mean by animal style art?', 'Animal style art is an approach to decoration found from China to Northern Europe in the early Iron Age, and the barbarian art of the Migration Period']",13
What was the next single The Carpenters released in the time period after Ticket to Ride?,(They Long to Be) Close to You“,2639,5,"['What year did the first The Carpenters single release?', '1969', 'What was the name of the single released in 1969 by The Carpenters?', 'Ticket to Ride“', 'Were The Carpenters successful with the single Ticket to Ride?', 'Ticket to Ride was released as a single on November 5, and became a minor hit for the Carpenters', 'Where did The Carpenters peak on the billboards with Ticket to Ride?', 'No. 54 on the Billboard Hot 100 and the Top 20 of the Adult Contemporary chart']",17
what season was stephen curry drafted for in the 2009 nba draft,Steph Curry was selected by the Golden State Warriors for the 2009-2010 season in the 2009 NBA Draft,7783,3,"['when was stephen curry drafted to the nba', 'Steph Curry was drafted to the NBA in 2009.', 'who was stephen curry drafted by in the 2009 nba draft', 'Steph Curry was selected by the Golden State Warriors in the 2009 NBA Draft']",12
What kind of art was the Etruscan civilization known for?,The art of the Etruscans is renowned for its vitality and vivid colouring. Wall paintings were especially vibrant and frequently capture scenes of Etruscans enjoying themselves at parties and banquets.,1220,1,[],11
What was a song from Modern Sounds in Country and Western Music?,Singles from Modern Sounds in Country and Western Music include I Can't Stop Loving You“,7241,4,"['What was recorded for Modern Sounds in Country and Western Music?', 'Modern Sounds in Country and Western Music was the 18th overall LP Charles had recorded.', 'Who was the producer for Modern Sounds in Country and Western Music?', 'Charles produced Modern Sounds in Country and Western Music with Sid Feller', 'What year was Modern Sounds in Country and Western Music released?', 'Modern Sounds in Country and Western Music was releasded in 1962']",13
What was the show Dads produced by Seth MacFarlane about?,"The series, revolves around Eli and Warner, two successful guys in their 30s whose world is turned upside down when their dads move in with them.",2545,5,"['What tv shows did Seth MacFarlane produce?', 'MacFarlane served as executive producer of the Neil deGrasse Tyson-hosted Cosmos: A Spacetime Odyssey, an update of the 1980s Cosmos series hosted by Carl Sagan.', 'What was the show Cosmos: A Spacetime Odyssey produced by Seth MacFarlane about?', 'This series was developed to bring back the foundation of science to network television at the height of other scientific-based television series and films.', 'Was Cosmos: A Spacetime Odyssey produced by Seth MacFarlane a successful show?', ""The miniseries won the 4th Critics' Choice Television Award for Best Reality Series, with Tyson awarded for Best Reality Host. The miniseries was also nominated 12 Emmy Awards."", 'Was there another show besides Cosmos: A Spacetime Odyssey produced by MacFarlane?', 'In 2013 and 2014, MacFarlane produced one season of a live-action sitcom called Dads.']",11
